@relation training_tutorial1
@attribute diff numeric
@attribute totalScore numeric
@attribute POSx numeric
@attribute POSy numeric
@attribute module numeric
@attribute angle numeric
@attribute direction {Stop,East,West,North,South}
@attribute wall_ahead {True,False}
@attribute G1_POSX numeric
@attribute G1_POSY numeric
@attribute G2_POSX numeric
@attribute G2_POSY numeric
@attribute G3_POSX numeric
@attribute G3_POSY numeric
@attribute G4_POSX numeric
@attribute G4_POSY numeric
@attribute ALIVE_G1 {True,False}
@attribute ALIVE_G2 {True,False}
@attribute ALIVE_G3 {True,False}
@attribute ALIVE_G4 {True,False}
@attribute ghost_count numeric
@attribute G1_DIST numeric
@attribute G2_DIST numeric
@attribute G3_DIST numeric
@attribute G4_DIST numeric
@attribute closest_posX numeric
@attribute closest_posY numeric
@attribute G1_CLOSE {True,False}
@attribute G2_CLOSE {True,False}
@attribute G3_CLOSE {True,False}
@attribute G4_CLOSE {True,False}
@attribute ghost_is_close {True,False}
@attribute action {Stop, East, West, North, South}
@data
-1,388,8,10,6.32,-108.43,West,False,6,4,3,1,11,3,7,1,True,False,True,False,0,8,0,10,0,6,4,False,False,False,False,False,West
-1,387,7,10,5.1,-101.31,West,False,6,5,3,1,10,3,7,1,True,False,True,False,1,6,0,10,0,6,5,True,False,False,False,True,West
-1,386,6,10,5.1,-101.31,West,False,5,5,3,1,11,3,7,1,True,False,True,False,1,6,0,12,0,5,5,True,False,False,False,True,West
-1,385,5,10,4.0,-90.0,West,False,5,6,3,1,11,4,7,1,True,False,True,False,0,4,0,12,0,5,6,False,False,False,False,False,South
-1,384,5,9,3.16,-71.57,South,False,6,6,3,1,10,4,7,1,True,False,True,False,1,4,0,10,0,6,6,False,True,False,False,True,South
-1,383,5,8,2.24,-63.43,South,False,6,6,3,1,10,5,7,1,True,False,True,False,1,3,0,8,0,6,6,False,True,False,False,True,East
-1,382,6,8,3.0,-90.0,East,True,6,5,3,1,10,5,7,1,True,False,True,False,0,3,0,7,0,6,5,False,False,False,False,False,Stop
-1,381,6,8,3.0,-90.0,East,True,6,5,3,1,10,4,7,1,True,False,True,False,0,3,0,8,0,6,5,False,False,False,False,False,Stop
-1,380,7,8,4.12,-104.04,East,False,6,4,3,1,10,4,7,1,True,False,True,False,1,5,0,7,0,6,4,True,False,False,False,True,West
-1,379,6,8,4.12,-104.04,West,False,5,4,3,1,10,4,7,1,True,False,True,False,1,5,0,8,0,5,4,True,False,False,False,True,West
-1,378,5,8,5.0,-90.0,West,False,5,3,3,1,10,3,7,1,True,False,True,False,0,5,0,10,0,5,3,False,False,False,False,False,North
-1,377,5,8,5.0,-90.0,West,False,5,3,3,1,9,3,7,1,True,False,True,False,0,5,0,9,0,5,3,False,False,False,False,False,East
-1,376,6,8,4.12,-104.04,East,False,5,4,3,1,8,3,7,1,True,False,True,False,1,5,0,7,0,5,4,True,False,False,False,True,West
-1,375,5,8,4.0,-90.0,West,False,5,4,3,1,9,3,7,1,True,False,True,False,0,4,0,9,0,5,4,False,False,False,False,False,North
-1,374,6,8,5.1,-101.31,East,False,5,3,3,1,10,3,7,1,True,False,True,False,1,6,0,9,0,5,3,True,False,False,False,True,West
-1,373,5,8,5.1,-101.31,West,False,4,3,3,1,10,4,7,1,True,False,True,False,1,6,0,9,0,4,3,True,False,False,False,True,West
