@relation training_keyboard_practica2-weka.filters.unsupervised.attribute.Remove-R34-64-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R32

@attribute totalScore numeric
@attribute POSx numeric
@attribute POSy numeric
@attribute module numeric
@attribute angle numeric
@attribute direction {Stop,East,West,North,South}
@attribute wall_ahead {True,False}
@attribute G1_POSX numeric
@attribute G1_POSY numeric
@attribute G2_POSX numeric
@attribute G2_POSY numeric
@attribute G3_POSX numeric
@attribute G3_POSY numeric
@attribute G4_POSX numeric
@attribute G4_POSY numeric
@attribute ALIVE_G1 {True,False}
@attribute ALIVE_G2 {True,False}
@attribute ALIVE_G3 {True,False}
@attribute ALIVE_G4 {True,False}
@attribute ghost_count numeric
@attribute G1_DIST numeric
@attribute G2_DIST numeric
@attribute G3_DIST numeric
@attribute G4_DIST numeric
@attribute closest_posX numeric
@attribute closest_posY numeric
@attribute G1_CLOSE {True,False}
@attribute G2_CLOSE {True,False}
@attribute G3_CLOSE {True,False}
@attribute G4_CLOSE {True,False}
@attribute ghost_is_close {True,False}

@data
168,22,7,1.41,-45,East,False,1,1,23,6,21,8,22,10,False,True,True,True,3,0,2,2,3,23,6,False,True,False,False,True
167,23,7,2,-90,East,False,1,1,23,5,22,8,22,10,False,True,True,True,3,0,2,2,4,23,5,False,False,False,False,False
166,23,8,1.41,-135,North,False,1,1,23,5,22,7,22,10,False,True,True,True,3,0,3,2,3,22,7,True,False,False,False,True
165,23,9,1.41,-135,North,False,1,1,22,5,22,8,22,10,False,True,True,True,3,0,5,2,3,22,8,True,False,False,False,True
164,23,10,1.41,135,North,False,1,1,22,5,23,8,22,11,False,True,True,True,3,0,6,2,1,22,11,True,False,False,False,True
363,22,10,1.41,-45,West,False,1,1,23,5,23,9,7,1,False,True,True,False,2,0,6,2,0,23,9,False,True,False,False,True
362,21,10,2,0,West,False,1,1,23,6,23,10,7,1,False,True,True,False,2,0,6,2,0,23,10,False,False,False,False,False
361,20,10,3,0,West,False,1,1,23,6,23,10,7,1,False,True,True,False,2,0,7,3,0,23,10,False,False,False,False,False
360,20,9,3.61,-56.31,South,False,1,1,22,6,23,11,7,1,False,True,True,False,2,0,5,5,0,22,6,False,False,False,False,False
359,20,8,3.61,-33.69,South,False,1,1,23,6,23,11,7,1,False,True,True,False,2,0,5,6,0,23,6,False,False,False,False,False
358,21,8,2.24,-63.43,East,False,1,1,22,6,23,12,7,1,False,True,True,False,2,0,3,6,0,22,6,False,True,False,False,True
357,21,9,3.61,-56.31,North,False,1,1,23,6,23,12,7,1,False,True,True,False,2,0,5,5,0,23,6,False,False,False,False,False
356,21,10,2.24,26.57,North,False,1,1,23,7,23,11,7,1,False,True,True,False,2,0,5,3,0,23,11,False,False,False,False,False
355,21,11,1,0,North,False,1,1,23,8,22,11,7,1,False,True,True,False,2,0,5,1,0,22,11,False,True,False,False,True
354,21,12,1,-90,North,False,1,1,22,8,21,11,7,1,False,True,True,False,2,0,5,1,0,21,11,False,False,True,False,True
353,22,12,1.41,-135,East,False,1,1,21,8,21,11,7,1,False,True,True,False,2,0,5,2,0,21,11,True,False,False,False,True
352,23,12,3.16,-161.57,East,False,1,1,21,8,20,11,7,1,False,True,True,False,2,0,6,4,0,20,11,False,False,True,False,True
351,23,11,3,180,South,False,1,1,21,9,20,11,7,1,False,True,True,False,2,0,4,3,0,20,11,False,False,False,False,False
350,23,10,3,180,South,False,1,1,21,8,20,10,7,1,False,True,True,False,2,0,4,3,0,20,10,False,False,False,False,False
349,22,10,2,180,West,False,1,1,21,8,20,10,7,1,False,True,True,False,2,0,3,2,0,20,10,False,False,False,False,False
348,21,10,1,-90,West,False,1,1,21,9,20,10,7,1,False,True,True,False,2,0,1,1,0,21,9,False,False,True,False,True
347,21,11,2.24,-116.57,North,False,1,1,20,9,20,9,7,1,False,True,True,False,2,0,3,3,0,20,9,True,False,False,False,True
346,21,12,3,-90,North,True,1,1,21,9,20,9,7,1,False,True,True,False,2,0,3,4,0,21,9,False,False,False,False,False
345,21,12,2.24,-116.57,North,False,1,1,20,9,20,10,7,1,False,True,True,False,2,0,4,3,0,20,10,True,False,False,False,True
344,22,12,2.24,-153.43,East,False,1,1,20,10,20,11,7,1,False,True,True,False,2,0,4,3,0,20,11,False,False,True,False,True
343,23,12,3.16,-161.57,East,False,1,1,20,11,19,11,7,1,False,True,True,False,2,0,4,5,0,20,11,False,False,True,False,True
342,22,12,2.24,-153.43,West,False,1,1,20,11,19,10,7,1,False,True,True,False,2,0,3,5,0,20,11,False,False,True,False,True
341,22,11,3,180,South,False,1,1,19,11,20,10,7,1,False,True,True,False,2,0,3,3,0,19,11,False,False,False,False,False
340,22,10,3,180,South,False,1,1,19,12,19,10,7,1,False,True,True,False,2,0,5,3,0,19,10,False,False,False,False,False
339,22,9,3.61,146.31,South,False,1,1,19,11,19,11,7,1,False,True,True,False,2,0,5,5,0,19,11,False,False,False,False,False
338,22,8,5,143.13,South,False,1,1,18,11,18,11,7,1,False,True,True,False,2,0,7,7,0,18,11,False,False,False,False,False
337,21,8,3.61,146.31,West,False,1,1,18,10,18,12,7,1,False,True,True,False,2,0,5,7,0,18,10,False,False,False,False,False
336,20,8,2.24,153.43,West,False,1,1,18,9,18,12,7,1,False,True,True,False,2,0,3,6,0,18,9,False,False,False,False,False
335,19,8,2.24,116.57,West,False,1,1,18,10,19,12,7,1,False,True,True,False,2,0,3,4,0,18,10,True,False,False,False,True
334,19,9,2.24,153.43,North,False,1,1,17,10,20,12,7,1,False,True,True,False,2,0,3,4,0,17,10,False,False,False,False,False
333,18,9,1,180,West,False,1,1,17,9,20,12,7,1,False,True,True,False,2,0,1,5,0,17,9,True,False,False,False,True
532,17,9,3.61,33.69,West,False,1,1,3,1,20,11,7,1,False,False,True,False,1,0,0,5,0,20,11,False,False,False,False,False
531,16,9,4.12,14.04,West,False,1,1,3,1,20,10,7,1,False,False,True,False,1,0,0,5,0,20,10,False,False,False,False,False
530,16,10,5,0,North,False,1,1,3,1,21,10,7,1,False,False,True,False,1,0,0,5,0,21,10,False,False,False,False,False
529,15,10,6.08,9.46,West,False,1,1,3,1,21,11,7,1,False,False,True,False,1,0,0,7,0,21,11,False,False,False,False,False
528,14,10,7.07,8.13,West,False,1,1,3,1,21,11,7,1,False,False,True,False,1,0,0,8,0,21,11,False,False,False,False,False
527,15,10,6.08,9.46,East,False,1,1,3,1,21,11,7,1,False,False,True,False,1,0,0,7,0,21,11,False,False,False,False,False
526,16,10,5,0,East,False,1,1,3,1,21,10,7,1,False,False,True,False,1,0,0,5,0,21,10,False,False,False,False,False
525,17,10,4,0,East,False,1,1,3,1,21,10,7,1,False,False,True,False,1,0,0,4,0,21,10,False,False,False,False,False
524,18,10,2,0,East,False,1,1,3,1,20,10,7,1,False,False,True,False,1,0,0,2,0,20,10,False,False,False,False,False
523,19,10,1.41,45,East,False,1,1,3,1,20,11,7,1,False,False,True,False,1,0,0,2,0,20,11,False,True,False,False,True
522,20,10,2,90,East,False,1,1,3,1,20,12,7,1,False,False,True,False,1,0,0,2,0,20,12,False,False,False,False,False
521,21,10,2,90,East,False,1,1,3,1,21,12,7,1,False,False,True,False,1,0,0,2,0,21,12,False,False,False,False,False
520,21,11,1.41,45,North,False,1,1,3,1,22,12,7,1,False,False,True,False,1,0,0,2,0,22,12,False,True,False,False,True
519,22,11,1.41,45,East,False,1,1,3,1,23,12,7,1,False,False,True,False,1,0,0,2,0,23,12,False,True,False,False,True
518,22,12,1.41,-45,North,False,1,1,3,1,23,11,7,1,False,False,True,False,1,0,0,2,0,23,11,False,True,False,False,True
517,23,12,1.41,-135,East,True,1,1,3,1,22,11,7,1,False,False,True,False,1,0,0,2,0,22,11,True,False,False,False,True
516,23,12,2.24,-153.43,East,True,1,1,3,1,21,11,7,1,False,False,True,False,1,0,0,3,0,21,11,False,False,True,False,True
515,23,12,1.41,-135,East,True,1,1,3,1,22,11,7,1,False,False,True,False,1,0,0,2,0,22,11,True,False,False,False,True
514,23,12,1,-90,East,False,1,1,3,1,23,11,7,1,False,False,True,False,1,0,0,1,0,23,11,False,False,True,False,True
0,12,10,2.24,63.43,Stop,True,5,6,5,12,13,6,13,12,True,True,True,True,4,11,9,5,3,13,12,False,True,False,False,True
-1,12,10,2.24,63.43,Stop,True,5,7,6,12,13,7,13,12,True,True,True,True,4,10,8,4,2,13,12,False,True,False,False,True
-2,12,10,1.41,45,Stop,True,5,8,6,12,13,6,13,11,True,True,True,True,4,9,8,5,3,13,11,False,True,False,False,True
-3,12,10,2.24,63.43,Stop,True,5,9,6,13,13,6,13,12,True,True,True,True,4,8,9,5,4,13,12,False,True,False,False,True
-4,12,10,3.16,71.57,Stop,True,5,8,6,12,12,6,13,13,True,True,True,True,4,9,8,4,3,13,13,False,True,False,False,True
-5,12,10,2.24,63.43,Stop,True,5,7,5,12,12,6,13,12,True,True,True,True,4,10,9,4,2,13,12,False,True,False,False,True
-6,12,10,2,90,Stop,True,5,7,6,12,12,5,12,12,True,True,True,True,4,10,8,5,3,12,12,False,False,False,False,False
-7,12,10,2.24,116.57,Stop,True,6,7,7,12,12,6,11,12,True,True,True,True,4,9,7,4,2,11,12,True,False,False,False,True
-8,12,10,3,-90,Stop,False,7,7,7,12,12,7,12,12,True,True,True,True,4,8,7,3,3,12,7,False,False,False,False,False
-9,12,11,1.41,45,North,False,7,6,7,13,12,7,13,12,True,True,True,True,4,10,7,4,1,13,12,False,True,False,False,True
-10,12,12,1.41,-45,North,False,7,7,7,14,13,7,13,11,True,True,True,True,4,10,7,6,2,13,11,False,True,False,False,True
-11,12,13,2.24,-63.43,North,False,8,7,8,14,13,8,13,11,True,True,True,True,4,10,5,6,4,13,11,False,True,False,False,True
-12,13,13,2.24,-63.43,East,False,9,7,7,14,13,7,14,11,True,True,True,True,4,10,7,6,2,14,11,False,True,False,False,True
-13,13,12,1,0,South,False,8,7,8,14,13,6,14,12,True,True,True,True,4,10,7,6,2,14,12,False,True,False,False,True
-14,13,11,2.24,26.57,South,False,8,8,7,14,13,6,15,12,True,True,True,True,4,8,9,5,4,15,12,False,False,False,False,False
-15,12,11,3.61,33.69,West,False,8,8,7,14,13,5,15,13,True,True,True,True,4,7,8,7,6,15,13,False,False,False,False,False
-16,13,11,3.61,33.69,East,False,7,8,8,14,13,4,16,13,True,True,True,True,4,9,8,7,4,16,13,False,False,False,False,False
-17,14,11,2.24,26.57,East,False,7,8,7,14,13,3,16,12,True,True,True,True,4,10,10,9,2,16,12,False,False,False,False,False
-18,15,11,1,0,East,False,7,9,8,14,14,3,16,11,True,True,True,True,4,10,10,9,2,16,11,False,True,False,False,True
-19,15,12,2.24,-63.43,North,False,7,9,7,14,15,3,16,10,True,True,True,True,4,11,10,9,2,16,10,False,True,False,False,True
-20,15,13,2.24,-63.43,North,False,7,10,7,13,14,3,16,11,True,True,True,True,4,11,8,11,2,16,11,False,True,False,False,True
-21,16,13,2.24,-116.57,East,False,8,10,8,13,15,3,15,11,True,True,True,True,4,11,8,11,3,15,11,True,False,False,False,True
-22,17,13,2.83,-135,East,False,8,11,8,12,15,4,15,11,True,True,True,True,4,11,10,11,3,15,11,False,False,False,False,False
-23,17,12,2,180,South,False,9,11,8,13,15,5,15,12,True,True,True,True,4,9,10,9,3,15,12,False,False,False,False,False
-24,17,11,3.16,161.57,South,False,9,10,7,13,16,5,14,12,True,True,True,True,4,9,12,7,5,14,12,False,False,False,False,False
-25,16,11,2.83,135,West,False,9,9,7,12,16,4,14,13,True,True,True,True,4,9,10,7,5,14,13,False,False,False,False,False
-26,15,11,2.83,135,West,False,9,8,7,13,16,5,13,13,True,True,True,True,4,9,10,7,5,13,13,False,False,False,False,False
-27,14,11,3.16,108.43,West,False,9,7,6,13,16,4,13,14,True,True,True,True,4,9,10,9,5,13,14,True,False,False,False,True
-28,14,12,2.83,135,North,False,10,7,5,13,15,4,12,14,True,True,True,True,4,9,10,9,3,12,14,False,False,False,False,False
-29,14,13,1.41,135,North,False,10,8,5,12,15,4,13,14,True,True,True,True,4,9,10,10,1,13,14,True,False,False,False,True
-30,13,13,1.41,45,West,False,9,8,6,12,16,4,14,14,True,True,True,True,4,9,8,12,1,14,14,False,True,False,False,True
-31,12,13,1.41,45,West,False,9,8,6,11,17,4,13,14,True,True,True,True,4,8,8,14,1,13,14,False,True,False,False,True
-32,11,13,2,0,West,False,10,8,7,11,17,3,13,13,True,True,True,True,4,6,6,16,1,13,13,False,False,False,False,False
-33,11,14,1.41,-45,North,True,9,8,7,12,17,4,12,13,True,True,True,True,4,8,6,16,1,12,13,False,True,False,False,True
-34,11,14,1,-90,North,False,9,7,8,12,16,4,11,13,True,True,True,True,4,9,5,15,2,11,13,False,False,True,False,True
-35,12,14,2.24,-116.57,East,False,10,7,7,12,16,3,11,12,True,True,True,True,4,9,7,15,2,11,12,True,False,False,False,True
-36,12,13,1,-90,South,False,10,7,7,13,15,3,12,12,True,True,True,True,4,8,5,13,2,12,12,False,False,True,False,True
-37,12,12,1,-90,South,False,10,6,7,14,15,3,12,11,True,True,True,True,4,8,7,12,1,12,11,False,False,True,False,True
-38,11,12,1.41,-45,West,False,11,6,8,14,15,4,12,11,True,True,True,True,4,6,5,12,2,12,11,False,True,False,False,True
-39,10,12,2.24,-26.57,West,False,12,6,8,13,15,4,12,11,True,True,True,True,4,8,3,13,2,12,11,False,False,True,False,True
-40,9,12,1,90,West,False,12,5,9,13,14,4,12,12,True,True,True,True,4,10,1,13,4,9,13,False,False,False,False,False
-41,9,11,3,90,South,False,11,5,9,14,15,4,13,12,True,True,True,True,4,8,3,13,5,9,14,False,False,False,False,False
-42,9,10,4,90,South,False,10,5,9,14,14,4,13,12,True,True,True,True,4,6,4,11,5,9,14,False,False,False,False,False
-43,10,10,2.83,45,East,False,11,5,10,14,13,4,12,12,True,True,True,True,4,6,4,9,3,12,12,False,False,False,False,False
-44,11,10,1.41,45,East,False,11,4,10,14,13,5,12,11,True,True,True,True,4,6,5,7,3,12,11,False,True,False,False,True
-45,12,10,2,90,East,False,11,3,10,13,14,5,12,12,True,True,True,True,4,8,5,7,2,12,12,False,False,False,False,False
-46,12,11,1,90,North,False,11,3,9,13,14,4,12,12,True,True,True,True,4,9,5,9,2,12,12,False,False,False,False,False
-47,12,12,1,90,North,False,12,3,9,14,14,4,12,13,True,True,True,True,4,9,5,10,1,12,13,False,False,False,False,False
152,12,13,2.24,153.43,North,False,11,3,10,14,14,4,7,1,True,True,True,False,3,11,3,11,0,10,14,False,False,False,False,False
151,12,14,1,180,North,True,11,4,11,14,15,4,7,1,True,True,True,False,3,11,1,13,0,11,14,True,False,False,False,True
150,12,14,2,180,North,False,11,4,10,14,16,4,7,1,True,True,True,False,3,11,2,14,0,10,14,False,False,False,False,False
149,12,13,2,180,South,False,11,4,10,13,17,4,7,1,True,True,True,False,3,10,2,14,0,10,13,False,False,False,False,False
148,12,12,2.83,135,South,False,12,4,10,14,17,5,7,1,True,True,True,False,3,8,4,12,0,10,14,False,False,False,False,False
147,12,11,4.24,135,South,False,11,4,9,14,17,5,7,1,True,True,True,False,3,8,6,11,0,9,14,False,False,False,False,False
146,12,10,4.47,116.57,South,False,11,3,10,14,16,5,7,1,True,True,True,False,3,8,6,9,0,10,14,False,False,False,False,False
145,12,9,6.08,-99.46,South,False,11,3,9,14,15,5,7,1,True,True,True,False,3,7,8,7,0,11,3,True,False,False,False,True
144,12,8,4.12,-104.04,South,False,11,4,10,14,15,4,7,1,True,True,True,False,3,5,8,7,0,11,4,True,False,False,False,True
143,12,9,5.1,-101.31,North,False,11,4,9,14,15,4,7,1,True,True,True,False,3,6,8,8,0,11,4,True,False,False,False,True
142,12,10,5.1,-101.31,North,False,11,5,10,14,16,4,7,1,True,True,True,False,3,6,6,10,0,11,5,True,False,False,False,True
141,11,10,4,-90,West,False,11,6,11,14,16,4,7,1,True,True,True,False,3,4,4,11,0,11,6,False,False,False,False,False
140,10,10,3.16,-71.57,West,False,11,7,12,14,16,3,7,1,True,True,True,False,3,4,6,13,0,11,7,False,True,False,False,True
139,9,10,4.24,-45,West,False,12,7,12,13,15,3,7,1,True,True,True,False,3,6,6,13,0,12,7,False,False,False,False,False
138,9,11,2.83,45,North,False,11,7,11,13,15,3,7,1,True,True,True,False,3,6,4,14,0,11,13,False,False,False,False,False
137,9,12,2,0,North,False,12,7,11,12,14,3,7,1,True,True,True,False,3,8,2,14,0,11,12,False,False,False,False,False
136,9,13,2.24,-26.57,North,False,12,7,11,12,14,3,7,1,True,True,True,False,3,9,3,15,0,11,12,False,False,True,False,True
135,10,13,2.24,-63.43,East,False,13,7,11,11,14,4,7,1,True,True,True,False,3,9,3,13,0,11,11,False,True,False,False,True
134,11,13,2.24,-63.43,East,False,14,7,12,11,14,5,7,1,True,True,True,False,3,9,3,11,0,12,11,False,True,False,False,True
133,11,12,2.24,-26.57,South,False,14,7,13,11,14,4,7,1,True,True,True,False,3,8,3,11,0,13,11,False,False,True,False,True
132,11,11,3,0,South,False,15,7,14,11,14,4,7,1,True,True,True,False,3,8,3,10,0,14,11,False,False,False,False,False
131,11,10,3.61,33.69,South,False,14,7,14,12,14,3,7,1,True,True,True,False,3,6,5,10,0,14,12,False,False,False,False,False
130,11,9,3.61,-33.69,South,False,14,7,14,11,14,3,7,1,True,True,True,False,3,5,5,9,0,14,7,False,False,False,False,False
129,12,9,2.83,45,East,False,15,7,14,11,13,3,7,1,True,True,True,False,3,5,4,7,0,14,11,False,False,False,False,False
128,13,9,2,90,East,False,15,6,13,11,13,3,7,1,True,True,True,False,3,5,2,6,0,13,11,False,False,False,False,False
127,13,10,1.41,45,North,False,15,5,14,11,13,3,7,1,True,True,True,False,3,7,2,7,0,14,11,False,True,False,False,True
126,13,11,1.41,-45,North,False,16,5,14,10,13,4,7,1,True,True,True,False,3,9,2,7,0,14,10,False,True,False,False,True
125,13,12,3.16,-71.57,North,False,16,5,14,9,13,4,7,1,True,True,True,False,3,10,4,8,0,14,9,False,True,False,False,True
124,13,13,4.12,-75.96,North,False,16,4,14,9,14,4,7,1,True,True,True,False,3,12,5,10,0,14,9,False,True,False,False,True
123,14,13,3,-90,East,False,16,3,14,10,14,4,7,1,True,True,True,False,3,12,3,9,0,14,10,False,False,False,False,False
122,14,12,3,-90,South,False,15,3,14,9,14,4,7,1,True,True,True,False,3,10,3,8,0,14,9,False,False,False,False,False
121,14,11,2.24,-116.57,South,False,16,3,13,9,14,5,7,1,True,True,True,False,3,10,3,6,0,13,9,True,False,False,False,True
120,14,10,2.24,-116.57,South,False,15,3,13,8,14,4,7,1,True,True,True,False,3,8,3,6,0,13,8,True,False,False,False,True
119,14,9,1,180,South,False,14,3,13,9,15,4,7,1,True,True,True,False,3,6,1,6,0,13,9,True,False,False,False,True
118,14,8,2.24,116.57,South,False,14,3,13,10,16,4,7,1,True,True,True,False,3,5,3,6,0,13,10,True,False,False,False,True
117,14,7,4,-90,South,False,14,3,12,10,15,4,7,1,True,True,True,False,3,4,5,4,0,14,3,False,False,False,False,False
116,14,6,2,-90,South,False,15,3,12,11,14,4,7,1,True,True,True,False,3,4,7,2,0,14,4,False,False,False,False,False
115,13,6,2,-90,West,False,15,4,12,10,13,4,7,1,True,True,True,False,3,4,5,2,0,13,4,False,False,False,False,False
114,13,7,2.83,-45,North,False,15,5,12,11,12,4,7,1,True,True,True,False,3,4,5,4,0,15,5,False,False,False,False,False
113,13,8,2.24,116.57,North,False,15,6,12,10,11,4,7,1,True,True,True,False,3,4,3,6,0,12,10,True,False,False,False,True
112,13,9,1.41,135,North,False,15,7,12,10,10,4,7,1,True,True,True,False,3,4,2,8,0,12,10,True,False,False,False,True
111,13,10,2,180,North,False,15,8,11,10,10,4,7,1,True,True,True,False,3,4,2,9,0,11,10,False,False,False,False,False
310,12,10,3.16,-18.43,West,False,15,9,3,1,10,5,7,1,True,False,True,False,2,4,0,7,0,15,9,False,False,True,False,True
309,11,10,4,0,West,False,15,10,3,1,11,5,7,1,True,False,True,False,2,4,0,5,0,15,10,False,False,False,False,False
308,10,10,4,0,West,False,14,10,3,1,11,6,7,1,True,False,True,False,2,4,0,5,0,14,10,False,False,False,False,False
307,9,10,4,0,West,False,13,10,3,1,10,6,7,1,True,False,True,False,2,4,0,5,0,13,10,False,False,False,False,False
306,10,10,3.16,18.43,East,False,13,11,3,1,11,6,7,1,True,False,True,False,2,4,0,5,0,13,11,False,False,False,False,False
305,11,10,1.41,45,East,False,12,11,3,1,10,6,7,1,True,False,True,False,2,2,0,5,0,12,11,False,True,False,False,True
304,12,10,1.41,135,East,False,11,11,3,1,11,6,7,1,True,False,True,False,2,2,0,5,0,11,11,True,False,False,False,True
303,13,10,2.24,153.43,East,False,11,11,3,1,10,6,7,1,True,False,True,False,2,3,0,7,0,11,11,False,False,False,False,False
302,14,10,3.61,146.31,East,False,11,12,3,1,10,7,7,1,True,False,True,False,2,5,0,7,0,11,12,False,False,False,False,False
301,14,11,3.16,161.57,North,False,11,12,3,1,10,8,7,1,True,False,True,False,2,4,0,7,0,11,12,False,False,False,False,False
300,14,12,3.16,161.57,North,False,11,13,3,1,11,8,7,1,True,False,True,False,2,4,0,7,0,11,13,False,False,False,False,False
299,13,12,3.16,161.57,West,False,10,13,3,1,12,8,7,1,True,False,True,False,2,4,0,5,0,10,13,False,False,False,False,False
298,12,12,3,-90,West,False,10,14,3,1,12,9,7,1,True,False,True,False,2,4,0,3,0,12,9,False,False,False,False,False
297,11,12,2.24,-63.43,West,False,9,14,3,1,12,10,7,1,True,False,True,False,2,4,0,3,0,12,10,False,True,False,False,True
296,10,12,2.24,116.57,West,False,9,14,3,1,12,11,7,1,True,False,True,False,2,3,0,3,0,9,14,True,False,False,False,True
295,10,13,1,180,North,False,9,13,3,1,13,11,7,1,True,False,True,False,2,1,0,5,0,9,13,True,False,False,False,True
294,10,14,1.41,-135,North,False,9,13,3,1,13,12,7,1,True,False,True,False,2,2,0,5,0,9,13,True,False,False,False,True
293,9,14,2,-90,West,False,9,12,3,1,14,12,7,1,True,False,True,False,2,2,0,7,0,9,12,False,False,False,False,False
292,8,14,2,-90,West,False,8,12,3,1,14,11,7,1,True,False,True,False,2,2,0,9,0,8,12,False,False,False,False,False
291,7,14,2,-90,West,False,7,12,3,1,14,12,7,1,True,False,True,False,2,2,0,9,0,7,12,False,False,False,False,False
290,7,13,2,-90,South,False,7,11,3,1,15,12,7,1,True,False,True,False,2,2,0,9,0,7,11,False,False,False,False,False
489,7,12,9,0,South,False,1,1,3,1,16,12,7,1,False,False,True,False,1,0,0,9,0,16,12,False,False,False,False,False
488,8,12,8,0,East,False,1,1,3,1,16,12,7,1,False,False,True,False,1,0,0,8,0,16,12,False,False,False,False,False
487,9,12,7,0,East,False,1,1,3,1,16,12,7,1,False,False,True,False,1,0,0,7,0,16,12,False,False,False,False,False
486,10,12,5,0,East,False,1,1,3,1,15,12,7,1,False,False,True,False,1,0,0,5,0,15,12,False,False,False,False,False
485,11,12,4,0,East,False,1,1,3,1,15,12,7,1,False,False,True,False,1,0,0,4,0,15,12,False,False,False,False,False
484,12,12,3,0,East,False,1,1,3,1,15,12,7,1,False,False,True,False,1,0,0,3,0,15,12,False,False,False,False,False
483,13,12,2,0,East,False,1,1,3,1,15,12,7,1,False,False,True,False,1,0,0,2,0,15,12,False,False,False,False,False
482,14,12,1,0,East,False,1,1,3,1,15,12,7,1,False,False,True,False,1,0,0,1,0,15,12,False,True,False,False,True
0,12,10,2.24,63.43,Stop,True,5,6,5,12,13,6,13,12,True,True,True,True,4,11,9,5,3,13,12,False,True,False,False,True
-1,12,10,2.24,63.43,Stop,True,5,7,4,12,13,5,13,12,True,True,True,True,4,10,10,6,4,13,12,False,True,False,False,True
-2,12,10,3.16,71.57,Stop,False,6,7,4,12,14,5,13,13,True,True,True,True,4,9,10,7,5,13,13,False,True,False,False,True
-3,13,10,3.16,71.57,East,False,6,6,3,12,14,4,14,13,True,True,True,True,4,11,12,7,3,14,13,False,True,False,False,True
-4,14,10,3.16,108.43,East,False,6,7,2,12,13,4,13,13,True,True,True,True,4,11,14,7,3,13,13,True,False,False,False,True
-5,15,10,2.83,135,East,False,6,6,2,13,14,4,13,12,True,True,True,True,4,13,16,7,5,13,12,False,False,False,False,False
-6,16,10,4.24,135,East,False,7,6,2,12,14,3,13,13,True,True,True,True,4,13,16,9,5,13,13,False,False,False,False,False
-7,17,10,4.24,135,East,False,7,7,2,12,13,3,14,13,True,True,True,True,4,13,17,11,7,14,13,False,False,False,False,False
-8,17,11,4.47,153.43,North,False,7,6,2,13,12,3,13,13,True,True,True,True,4,15,17,13,7,13,13,False,False,False,False,False
-9,17,12,5.1,168.69,North,False,7,6,1,13,11,3,12,13,True,True,True,True,4,16,17,15,7,12,13,False,False,False,False,False
-10,16,12,5.1,168.69,West,False,8,6,2,13,11,4,11,13,True,True,True,True,4,14,15,13,6,11,13,False,False,False,False,False
-11,15,12,4.12,165.96,West,False,8,7,2,13,11,3,11,13,True,True,True,True,4,12,14,13,6,11,13,False,False,False,False,False
-12,14,12,4.12,165.96,West,False,9,7,2,14,10,3,10,13,True,True,True,True,4,10,14,13,5,10,13,False,False,False,False,False
-13,13,12,3.16,161.57,West,False,8,7,3,14,11,3,10,13,True,True,True,True,4,10,12,11,5,10,13,False,False,False,False,False
-14,12,12,2.83,135,West,False,9,7,4,14,12,3,10,14,True,True,True,True,4,8,10,9,3,10,14,False,False,False,False,False
-15,11,12,1.41,135,West,False,10,7,4,14,12,3,10,13,True,True,True,True,4,6,9,10,3,10,13,True,False,False,False,True
-16,10,12,2,90,West,False,10,8,3,14,12,3,10,14,True,True,True,True,4,4,9,11,3,10,14,False,False,False,False,False
-17,10,13,1.41,45,North,False,10,9,3,13,13,3,11,14,True,True,True,True,4,4,7,13,1,11,14,False,True,False,False,True
-18,9,13,1.41,45,West,False,11,9,3,13,13,4,10,14,True,True,True,True,4,6,6,13,1,10,14,False,True,False,False,True
-19,8,13,2,0,West,False,11,9,2,13,13,4,10,13,True,True,True,True,4,7,6,14,3,10,13,False,False,False,False,False
-20,9,13,2,0,East,False,11,9,1,13,13,3,11,13,True,True,True,True,4,6,8,14,2,11,13,False,False,False,False,False
-21,10,13,1,0,East,False,11,8,1,14,13,4,11,13,True,True,True,True,4,6,10,12,1,11,13,False,True,False,False,True
-22,10,14,1.41,-45,North,True,10,8,1,14,13,4,11,13,True,True,True,True,4,6,9,13,1,11,13,False,True,False,False,True
177,10,14,6,-90,North,True,10,8,1,14,12,4,10,13,True,True,True,False,3,6,9,12,0,10,8,False,False,False,False,False
176,10,14,6,-90,North,False,10,8,1,13,13,4,7,1,True,True,True,False,3,6,10,13,0,10,8,False,False,False,False,False
175,11,14,6.32,-108.43,East,False,9,8,2,13,13,3,7,1,True,True,True,False,3,8,10,13,0,9,8,False,False,False,False,False
174,11,13,4.47,-116.57,South,False,9,9,3,13,13,4,7,1,True,True,True,False,3,6,8,11,0,9,9,False,False,False,False,False
173,10,13,5.1,-101.31,West,False,9,8,3,12,12,4,7,1,True,True,True,False,3,6,8,11,0,9,8,True,False,False,False,True
172,9,13,5.1,-101.31,West,False,8,8,3,13,13,4,7,1,True,True,True,False,3,6,6,13,0,8,8,True,False,False,False,True
171,8,13,6,-90,West,False,8,7,2,13,13,4,7,1,True,True,True,False,3,6,6,14,0,8,7,False,False,False,False,False
170,7,13,5.1,168.69,West,False,8,6,2,14,13,5,7,1,True,True,True,False,3,8,6,14,0,2,14,False,False,False,False,False
169,7,12,6,-90,South,False,7,6,2,13,14,5,7,1,True,True,True,False,3,6,6,14,0,7,6,False,False,False,False,False
168,7,11,4,-90,South,False,7,7,2,13,15,5,7,1,True,True,True,False,3,4,7,14,0,7,7,False,False,False,False,False
