@relation training_keyboard_prueba2-weka.filters.unsupervised.attribute.Remove-R34-64

@attribute diff numeric
@attribute totalScore numeric
@attribute POSx numeric
@attribute POSy numeric
@attribute module numeric
@attribute angle numeric
@attribute direction {Stop,East,West,North,South}
@attribute wall_ahead {True,False}
@attribute G1_POSX numeric
@attribute G1_POSY numeric
@attribute G2_POSX numeric
@attribute G2_POSY numeric
@attribute G3_POSX numeric
@attribute G3_POSY numeric
@attribute G4_POSX numeric
@attribute G4_POSY numeric
@attribute ALIVE_G1 {True,False}
@attribute ALIVE_G2 {True,False}
@attribute ALIVE_G3 {True,False}
@attribute ALIVE_G4 {True,False}
@attribute ghost_count numeric
@attribute G1_DIST numeric
@attribute G2_DIST numeric
@attribute G3_DIST numeric
@attribute G4_DIST numeric
@attribute closest_posX numeric
@attribute closest_posY numeric
@attribute G1_CLOSE {True,False}
@attribute G2_CLOSE {True,False}
@attribute G3_CLOSE {True,False}
@attribute G4_CLOSE {True,False}
@attribute ghost_is_close {True,False}
@attribute action {Stop,East,West,North,South}

@data
-1,510,23,6,9.43,122.01,East,False,1,1,3,1,5,1,18,14,False,False,False,True,1,0,0,0,12,18,14,False,False,False,False,False,East
-1,509,24,6,9.22,130.6,East,False,1,1,3,1,5,1,18,13,False,False,False,True,1,0,0,0,13,18,13,False,False,False,False,False,North
-1,508,24,7,8.49,135,North,False,1,1,3,1,5,1,18,13,False,False,False,True,1,0,0,0,13,18,13,False,False,False,False,False,North
-1,507,24,8,8.49,135,North,False,1,1,3,1,5,1,18,14,False,False,False,True,1,0,0,0,11,18,14,False,False,False,False,False,North
-1,506,24,9,7.21,146.31,North,False,1,1,3,1,5,1,18,13,False,False,False,True,1,0,0,0,10,18,13,False,False,False,False,False,North
-1,505,24,10,6.71,153.43,North,False,1,1,3,1,5,1,18,13,False,False,False,True,1,0,0,0,9,18,13,False,False,False,False,False,West
-1,504,23,10,5.83,149.04,West,False,1,1,3,1,5,1,18,13,False,False,False,True,1,0,0,0,7,18,13,False,False,False,False,False,West
-1,503,22,10,4.47,153.43,West,False,1,1,3,1,5,1,18,12,False,False,False,True,1,0,0,0,6,18,12,False,False,False,False,False,West
-1,502,21,10,3.61,146.31,West,False,1,1,3,1,5,1,18,12,False,False,False,True,1,0,0,0,4,18,12,False,False,False,False,False,West
-1,501,20,10,2.24,116.57,West,False,1,1,3,1,5,1,19,12,False,False,False,True,1,0,0,0,2,19,12,True,False,False,False,True,West
-1,500,19,10,2.24,63.43,West,False,1,1,3,1,5,1,20,12,False,False,False,True,1,0,0,0,4,20,12,False,True,False,False,True,North
-1,499,19,11,2.24,63.43,North,False,1,1,3,1,5,1,20,13,False,False,False,True,1,0,0,0,3,20,13,False,True,False,False,True,North
199,498,19,12,1.41,45,North,False,1,1,3,1,5,1,20,13,False,False,False,True,1,0,0,0,1,20,13,False,True,False,False,True,North
-1,0,4,12,8.6,-35.54,Stop,True,9,3,11,7,19,12,22,9,True,True,True,True,4,14,12,15,21,11,7,False,False,False,False,False,Stop
-1,-1,4,12,7.81,-39.81,Stop,True,9,4,10,7,20,12,22,9,True,True,True,True,4,13,11,16,22,10,7,False,False,False,False,False,Stop
-1,-2,4,12,7.07,-45,Stop,True,8,4,9,7,19,12,22,8,True,True,True,True,4,12,10,15,22,9,7,False,False,False,False,False,Stop
-1,-3,4,12,7.07,-45,Stop,True,7,4,9,7,20,12,22,8,True,True,True,True,4,11,10,16,22,9,7,False,False,False,False,False,Stop
-1,-4,4,12,6.4,-38.66,Stop,True,7,5,9,8,20,11,22,8,True,True,True,True,4,10,9,17,22,9,8,False,False,False,False,False,Stop
-1,-5,4,12,7.28,-74.05,Stop,True,6,5,9,7,20,12,22,8,True,True,True,True,4,9,10,16,23,6,5,False,False,False,False,False,Stop
-1,-6,4,12,7.07,-81.87,Stop,True,5,5,10,7,19,12,23,8,True,True,True,True,4,8,11,15,23,5,5,False,True,False,False,True,Stop
-1,-7,4,12,7.07,-81.87,Stop,True,5,5,10,8,18,12,23,8,True,True,True,True,4,8,10,14,23,5,5,False,True,False,False,True,Stop
-1,-8,4,12,6.08,-80.54,Stop,False,5,6,10,9,17,12,23,8,True,True,True,True,4,7,9,13,24,5,6,False,True,False,False,True,South
-1,-9,4,11,5.1,-78.69,South,False,5,6,9,9,18,12,23,7,True,True,True,True,4,6,7,15,22,5,6,False,True,False,False,True,South
-1,-10,4,10,3.16,-71.57,South,False,5,7,8,9,18,12,22,7,True,True,True,True,4,4,5,16,20,5,7,False,True,False,False,True,South
-1,-11,4,9,2.83,-45,South,False,6,7,8,8,18,11,21,7,True,True,True,True,4,4,5,16,18,6,7,False,False,False,False,False,South
-1,-12,4,8,3,0,South,False,7,7,7,8,18,12,20,7,True,True,True,True,4,4,3,18,18,7,8,False,False,False,False,False,South
-1,-13,4,7,2,0,South,False,6,7,7,7,19,12,20,6,True,True,True,True,4,2,3,20,18,6,7,False,False,False,False,False,East
-1,-14,5,7,2,0,East,False,7,7,8,7,20,12,20,5,True,True,True,True,4,2,3,20,18,7,7,False,False,False,False,False,East
-1,-15,6,7,1.41,-45,East,False,7,6,8,8,21,12,21,5,True,True,True,True,4,2,3,20,17,7,6,False,True,False,False,True,East
-1,-16,7,7,1,90,East,False,7,5,7,8,21,11,21,5,True,True,True,True,4,2,1,18,17,7,8,False,False,False,False,False,East
-1,-17,8,7,2,-90,East,False,8,5,7,9,21,11,21,4,True,True,True,True,4,2,3,17,16,8,5,False,False,False,False,False,East
-1,-18,9,7,1.41,-135,East,False,8,6,6,9,21,11,21,4,True,True,True,True,4,2,5,16,14,8,6,True,False,False,False,True,East
-1,-19,10,7,2.24,-153.43,East,False,8,6,7,9,21,11,21,5,True,True,True,True,4,3,5,15,12,8,6,False,False,True,False,True,West
-1,-20,11,7,2.24,-153.43,East,False,9,6,6,9,22,11,20,5,True,True,True,True,4,3,7,15,10,9,6,False,False,True,False,True,West
199,-21,10,7,1,180,West,False,9,7,6,9,22,10,20,6,True,True,True,True,4,1,6,15,11,9,7,True,False,False,False,True,West
-1,178,9,7,3.61,146.31,West,False,1,1,6,9,22,10,20,6,False,True,True,True,3,0,5,16,13,6,9,False,False,False,False,False,West
-1,177,8,7,3.61,146.31,West,False,1,1,5,9,23,10,20,5,False,True,True,True,3,0,5,18,15,5,9,False,False,False,False,False,West
-1,176,7,7,3.61,146.31,West,False,1,1,4,9,23,10,21,5,False,True,True,True,3,0,5,19,17,4,9,False,False,False,False,False,West
-1,175,6,7,3.61,146.31,West,False,1,1,3,9,23,11,22,5,False,True,True,True,3,0,5,21,19,3,9,False,False,False,False,False,West
-1,174,5,7,2.83,135,West,False,1,1,3,9,23,10,22,4,False,True,True,True,3,0,4,21,21,3,9,False,False,False,False,False,North
-1,173,5,8,3.16,161.57,North,False,1,1,2,9,23,10,23,4,False,True,True,True,3,0,4,20,21,2,9,False,False,False,False,False,North
-1,172,5,9,3.16,161.57,North,False,1,1,2,10,23,10,22,4,False,True,True,True,3,0,4,19,22,2,10,False,False,False,False,False,North
199,171,5,10,2,180,North,False,1,1,3,10,23,11,22,4,False,True,True,True,3,0,2,19,24,3,10,False,False,False,False,False,West
-1,370,4,10,18.03,3.18,West,False,1,1,3,1,22,11,22,3,False,False,True,True,2,0,0,19,26,22,11,False,False,False,False,False,West
-1,369,3,10,19.03,3.01,West,False,1,1,3,1,22,11,23,3,False,False,True,True,2,0,0,20,27,22,11,False,False,False,False,False,West
-1,368,2,10,20.02,2.86,West,False,1,1,3,1,22,11,23,3,False,False,True,True,2,0,0,21,27,22,11,False,False,False,False,False,West
-1,367,1,10,21.02,2.73,West,True,1,1,3,1,22,11,22,3,False,False,True,True,2,0,0,22,28,22,11,False,False,False,False,False,Stop
-1,366,1,10,20.02,2.86,West,True,1,1,3,1,21,11,22,3,False,False,True,True,2,0,0,21,27,21,11,False,False,False,False,False,Stop
-1,365,1,10,20.02,2.86,West,False,1,1,3,1,21,11,21,3,False,False,True,True,2,0,0,21,27,21,11,False,False,False,False,False,North
-1,364,1,11,20.02,-2.86,North,False,1,1,3,1,21,10,21,3,False,False,True,True,2,0,0,21,27,21,10,False,False,True,False,True,North
-1,363,1,12,20.22,-8.53,North,True,1,1,3,1,21,9,20,3,False,False,True,True,2,0,0,23,27,21,9,False,False,False,False,False,Stop
-1,362,1,12,20.4,-11.31,North,False,1,1,3,1,21,8,20,4,False,False,True,True,2,0,0,24,27,21,8,False,False,False,False,False,East
-1,361,2,12,19.65,-14.74,East,False,1,1,3,1,21,7,20,4,False,False,True,True,2,0,0,24,25,21,7,False,False,False,False,False,East
-1,360,3,12,18.38,-22.38,East,False,1,1,3,1,21,6,20,5,False,False,True,True,2,0,0,24,23,20,5,False,False,False,False,False,East
-1,359,4,12,18.03,-19.44,East,False,1,1,3,1,21,6,20,6,False,False,True,True,2,0,0,23,23,21,6,False,False,False,False,False,East
-1,358,5,12,17.09,-20.56,East,False,1,1,3,1,21,6,21,6,False,False,True,True,2,0,0,22,23,21,6,False,False,False,False,False,East
-1,357,6,12,16.16,-21.8,East,False,1,1,3,1,21,6,22,6,False,False,True,True,2,0,0,21,22,21,6,False,False,False,False,False,East
-1,356,7,12,16.16,-21.8,East,False,1,1,3,1,22,6,22,6,False,False,True,True,2,0,0,21,20,22,6,False,False,False,False,False,East
-1,355,8,12,14.87,-19.65,East,False,1,1,3,1,23,6,22,7,False,False,True,True,2,0,0,21,18,22,7,False,False,False,False,False,East
-1,354,9,12,13.6,-17.1,East,False,1,1,3,1,23,6,22,8,False,False,True,True,2,0,0,20,17,22,8,False,False,False,False,False,East
-1,353,10,12,12.65,-18.43,East,False,1,1,3,1,23,6,22,8,False,False,True,True,2,0,0,19,17,22,8,False,False,False,False,False,East
-1,352,11,12,12.65,-18.43,East,False,1,1,3,1,23,5,23,8,False,False,True,True,2,0,0,19,16,23,8,False,False,False,False,False,East
-1,351,12,12,11.7,-19.98,East,False,1,1,3,1,22,5,23,8,False,False,True,True,2,0,0,17,14,23,8,False,False,False,False,False,East
-1,350,13,12,10.44,-16.7,East,False,1,1,3,1,22,5,23,9,False,False,True,True,2,0,0,16,12,23,9,False,False,False,False,False,East
-1,349,14,12,8.54,-20.56,East,False,1,1,3,1,23,5,22,9,False,False,True,True,2,0,0,16,10,22,9,False,False,False,False,False,East
-1,348,15,12,6.71,-26.57,East,False,1,1,3,1,22,5,21,9,False,False,True,True,2,0,0,14,8,21,9,False,False,False,False,False,East
-1,347,16,12,5,-36.87,East,False,1,1,3,1,21,5,20,9,False,False,True,True,2,0,0,12,7,20,9,False,False,False,False,False,East
-1,346,17,12,4.24,-45,East,False,1,1,3,1,22,5,20,9,False,False,True,True,2,0,0,12,7,20,9,False,False,False,False,False,South
-1,345,17,11,4.47,-26.57,South,False,1,1,3,1,22,4,21,9,False,False,True,True,2,0,0,12,7,21,9,False,False,False,False,False,South
-1,344,17,10,4.47,-26.57,South,False,1,1,3,1,23,4,21,8,False,False,True,True,2,0,0,12,6,21,8,False,False,False,False,False,South
